"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"2927","nation","England","E92000001","2021-02-17","25_29",4474620,9793,286,354714,10249,9793,286,7.9,0.2,0.2
"2928","nation","England","E92000001","2021-02-17","30_34",4772251,12733,349,405126,12454,12733,349,8.5,0.3,0.3
"2929","nation","England","E92000001","2021-02-17","35_39",4525196,13916,340,427711,14657,13916,340,9.5,0.3,0.3
"2930","nation","England","E92000001","2021-02-17","40_44",4135655,16433,401,472111,18113,16433,401,11.4,0.4,0.4
"2931","nation","England","E92000001","2021-02-17","45_49",4007808,19470,430,556802,24338,19470,430,13.9,0.5,0.5
"2932","nation","England","E92000001","2021-02-17","50_54",4231060,22442,523,696838,37496,22442,523,16.5,0.5,0.5
"2933","nation","England","E92000001","2021-02-17","55_59",4079586,23683,660,791732,54129,23683,660,19.4,0.6,0.6
"2934","nation","England","E92000001","2021-02-17","60_64",3451083,17283,487,832520,84226,17283,487,24.1,0.5,0.5
"2935","nation","England","E92000001","2021-02-17","65_69",2888878,7870,237,1824302,134452,7870,237,63.1,0.3,0.3
"2936","nation","England","E92000001","2021-02-17","70_74",2867074,5573,241,2598717,9350,5573,241,90.6,0.2,0.2
"2937","nation","England","E92000001","2021-02-17","75_79",2070353,8842,147,1923199,3185,8842,147,92.9,0.4,0.4
"2938","nation","England","E92000001","2021-02-17","80_84",1427834,177679,262,1332597,1547,177679,262,93.3,12.4,12.4
"2939","nation","England","E92000001","2021-02-17","85_89",858022,109065,177,798028,1163,109065,177,93,12.7,12.7
"2940","nation","England","E92000001","2021-02-17","90+",474485,48921,71,430286,1035,48921,71,90.7,10.3,10.3
"2941","nation","England","E92000001","2021-02-16","18_24",5273255,5669,142,300390,7097,5669,142,5.7,0.1,0.1
"2942","nation","England","E92000001","2021-02-16","25_29",4474620,9507,207,344465,7221,9507,207,7.7,0.2,0.2
"2943","nation","England","E92000001","2021-02-16","30_34",4772251,12384,222,392672,8574,12384,222,8.2,0.3,0.3
"2944","nation","England","E92000001","2021-02-16","35_39",4525196,13576,222,413054,10044,13576,222,9.1,0.3,0.3
"2945","nation","England","E92000001","2021-02-16","40_44",4135655,16032,242,453998,12052,16032,242,11,0.4,0.4
"2946","nation","England","E92000001","2021-02-16","45_49",4007808,19040,302,532464,15389,19040,302,13.3,0.5,0.5
"2947","nation","England","E92000001","2021-02-16","50_54",4231060,21919,407,659342,22618,21919,407,15.6,0.5,0.5
"2948","nation","England","E92000001","2021-02-16","55_59",4079586,23023,465,737603,32004,23023,465,18.1,0.6,0.6
"2949","nation","England","E92000001","2021-02-16","60_64",3451083,16796,358,748294,48703,16796,358,21.7,0.5,0.5
"2950","nation","England","E92000001","2021-02-16","65_69",2888878,7633,195,1689850,126264,7633,195,58.5,0.3,0.3
"2951","nation","England","E92000001","2021-02-16","70_74",2867074,5332,177,2589367,10634,5332,177,90.3,0.2,0.2
"2952","nation","England","E92000001","2021-02-16","75_79",2070353,8695,182,1920014,2857,8695,182,92.7,0.4,0.4
"2953","nation","England","E92000001","2021-02-16","80_84",1427834,177417,119,1331050,1439,177417,119,93.2,12.4,12.4
"2954","nation","England","E92000001","2021-02-16","85_89",858022,108888,67,796865,1117,108888,67,92.9,12.7,12.7
"2955","nation","England","E92000001","2021-02-16","90+",474485,48850,45,429251,1086,48850,45,90.5,10.3,10.3
"2956","nation","England","E92000001","2021-02-15","18_24",5273255,5527,54,293293,4834,5527,54,5.6,0.1,0.1
"2957","nation","England","E92000001","2021-02-15","25_29",4474620,9300,106,337244,5141,9300,106,7.5,0.2,0.2
"2958","nation","England","E92000001","2021-02-15","30_34",4772251,12162,125,384098,5929,12162,125,8,0.3,0.3
"2959","nation","England","E92000001","2021-02-15","35_39",4525196,13354,125,403010,6361,13354,125,8.9,0.3,0.3
"2960","nation","England","E92000001","2021-02-15","40_44",4135655,15790,154,441946,7375,15790,154,10.7,0.4,0.4
"2961","nation","England","E92000001","2021-02-15","45_49",4007808,18738,161,517075,8604,18738,161,12.9,0.5,0.5
"2962","nation","England","E92000001","2021-02-15","50_54",4231060,21512,178,636724,11311,21512,178,15,0.5,0.5
"2963","nation","England","E92000001","2021-02-15","55_59",4079586,22558,248,705599,15098,22558,248,17.3,0.6,0.6
"2964","nation","England","E92000001","2021-02-15","60_64",3451083,16438,166,699591,21155,16438,166,20.3,0.5,0.5
"2965","nation","England","E92000001","2021-02-15","65_69",2888878,7438,99,1563586,94431,7438,99,54.1,0.3,0.3
"2966","nation","England","E92000001","2021-02-15","70_74",2867074,5155,55,2578733,13332,5155,55,89.9,0.2,0.2
"2967","nation","England","E92000001","2021-02-15","75_79",2070353,8513,38,1917157,3035,8513,38,92.6,0.4,0.4
"2968","nation","England","E92000001","2021-02-15","80_84",1427834,177298,30,1329611,1426,177298,30,93.1,12.4,12.4
"2969","nation","England","E92000001","2021-02-15","85_89",858022,108821,21,795748,1209,108821,21,92.7,12.7,12.7
"2970","nation","England","E92000001","2021-02-15","90+",474485,48805,22,428165,1132,48805,22,90.2,10.3,10.3
"2971","nation","England","E92000001","2021-02-14","18_24",5273255,5473,28,288459,3915,5473,28,5.5,0.1,0.1
"2972","nation","England","E92000001","2021-02-14","25_29",4474620,9194,44,332103,3861,9194,44,7.4,0.2,0.2
"2973","nation","England","E92000001","2021-02-14","30_34",4772251,12037,51,378169,4988,12037,51,7.9,0.3,0.3
"2974","nation","England","E92000001","2021-02-14","35_39",4525196,13229,54,396649,5634,13229,54,8.8,0.3,0.3
"2975","nation","England","E92000001","2021-02-14","40_44",4135655,15636,59,434571,6392,15636,59,10.5,0.4,0.4
"2976","nation","England","E92000001","2021-02-14","45_49",4007808,18577,82,508471,7598,18577,82,12.7,0.5,0.5
"2977","nation","England","E92000001","2021-02-14","50_54",4231060,21334,84,625413,10251,21334,84,14.8,0.5,0.5
"2978","nation","England","E92000001","2021-02-14","55_59",4079586,22310,136,690501,14630,22310,136,16.9,0.5,0.5
"2979","nation","England","E92000001","2021-02-14","60_64",3451083,16272,89,678436,21314,16272,89,19.7,0.5,0.5
"2980","nation","England","E92000001","2021-02-14","65_69",2888878,7339,30,1469155,85052,7339,30,50.9,0.3,0.3
"2981","nation","England","E92000001","2021-02-14","70_74",2867074,5100,32,2565401,15111,5100,32,89.5,0.2,0.2
"2982","nation","England","E92000001","2021-02-14","75_79",2070353,8475,23,1914122,2541,8475,23,92.5,0.4,0.4
"2983","nation","England","E92000001","2021-02-14","80_84",1427834,177268,11,1328185,930,177268,11,93,12.4,12.4
"2984","nation","England","E92000001","2021-02-14","85_89",858022,108800,13,794539,663,108800,13,92.6,12.7,12.7
"2985","nation","England","E92000001","2021-02-14","90+",474485,48783,4,427033,525,48783,4,90,10.3,10.3
"2986","nation","England","E92000001","2021-02-13","18_24",5273255,5445,89,284544,8523,5445,89,5.4,0.1,0.1
"2987","nation","England","E92000001","2021-02-13","25_29",4474620,9150,110,328242,8239,9150,110,7.3,0.2,0.2
"2988","nation","England","E92000001","2021-02-13","30_34",4772251,11986,157,373181,9512,11986,157,7.8,0.3,0.3
"2989","nation","England","E92000001","2021-02-13","35_39",4525196,13175,169,391015,10523,13175,169,8.6,0.3,0.3
"2990","nation","England","E92000001","2021-02-13","40_44",4135655,15577,203,428179,12227,15577,203,10.4,0.4,0.4
"2991","nation","England","E92000001","2021-02-13","45_49",4007808,18495,198,500873,14778,18495,198,12.5,0.5,0.5
"2992","nation","England","E92000001","2021-02-13","50_54",4231060,21250,294,615162,20711,21250,294,14.5,0.5,0.5
"2993","nation","England","E92000001","2021-02-13","55_59",4079586,22174,292,675871,27271,22174,292,16.6,0.5,0.5
"2994","nation","England","E92000001","2021-02-13","60_64",3451083,16183,285,657122,42832,16183,285,19,0.5,0.5
"2995","nation","England","E92000001","2021-02-13","65_69",2888878,7309,141,1384103,210033,7309,141,47.9,0.3,0.3
"2996","nation","England","E92000001","2021-02-13","70_74",2867074,5068,112,2550290,56277,5068,112,89,0.2,0.2
"2997","nation","England","E92000001","2021-02-13","75_79",2070353,8452,106,1911581,8375,8452,106,92.3,0.4,0.4
"2998","nation","England","E92000001","2021-02-13","80_84",1427834,177257,67,1327255,2741,177257,67,93,12.4,12.4
"2999","nation","England","E92000001","2021-02-13","85_89",858022,108787,37,793876,2034,108787,37,92.5,12.7,12.7
"3000","nation","England","E92000001","2021-02-13","90+",474485,48779,23,426508,1428,48779,23,89.9,10.3,10.3
"3001","nation","England","E92000001","2021-02-12","18_24",5273255,5356,126,276021,7627,5356,126,5.2,0.1,0.1
"3002","nation","England","E92000001","2021-02-12","25_29",4474620,9040,217,320003,7670,9040,217,7.2,0.2,0.2
"3003","nation","England","E92000001","2021-02-12","30_34",4772251,11829,247,363669,8831,11829,247,7.6,0.2,0.2
"3004","nation","England","E92000001","2021-02-12","35_39",4525196,13006,309,380492,10660,13006,309,8.4,0.3,0.3
"3005","nation","England","E92000001","2021-02-12","40_44",4135655,15374,344,415952,12620,15374,344,10.1,0.4,0.4
"3006","nation","England","E92000001","2021-02-12","45_49",4007808,18297,411,486095,14601,18297,411,12.1,0.5,0.5
"3007","nation","England","E92000001","2021-02-12","50_54",4231060,20956,487,594451,19621,20956,487,14,0.5,0.5
"3008","nation","England","E92000001","2021-02-12","55_59",4079586,21882,534,648600,26123,21882,534,15.9,0.5,0.5
"3009","nation","England","E92000001","2021-02-12","60_64",3451083,15898,359,614290,40660,15898,359,17.8,0.5,0.5
"3010","nation","England","E92000001","2021-02-12","65_69",2888878,7168,206,1174070,196192,7168,206,40.6,0.2,0.2
"3011","nation","England","E92000001","2021-02-12","70_74",2867074,4956,159,2494013,64150,4956,159,87,0.2,0.2
"3012","nation","England","E92000001","2021-02-12","75_79",2070353,8346,221,1903206,9839,8346,221,91.9,0.4,0.4
"3013","nation","England","E92000001","2021-02-12","80_84",1427834,177190,216,1324514,3778,177190,216,92.8,12.4,12.4
"3014","nation","England","E92000001","2021-02-12","85_89",858022,108750,158,791842,3004,108750,158,92.3,12.7,12.7
"3015","nation","England","E92000001","2021-02-12","90+",474485,48756,142,425080,2776,48756,142,89.6,10.3,10.3
"3016","nation","England","E92000001","2021-02-11","18_24",5273255,5230,167,268394,6594,5230,167,5.1,0.1,0.1
"3017","nation","England","E92000001","2021-02-11","25_29",4474620,8823,215,312333,6796,8823,215,7,0.2,0.2
"3018","nation","England","E92000001","2021-02-11","30_34",4772251,11582,266,354838,7660,11582,266,7.4,0.2,0.2
"3019","nation","England","E92000001","2021-02-11","35_39",4525196,12697,341,369832,8752,12697,341,8.2,0.3,0.3
"3020","nation","England","E92000001","2021-02-11","40_44",4135655,15030,364,403332,9999,15030,364,9.8,0.4,0.4
"3021","nation","England","E92000001","2021-02-11","45_49",4007808,17886,414,471494,13127,17886,414,11.8,0.4,0.4
"3022","nation","England","E92000001","2021-02-11","50_54",4231060,20469,471,574830,16671,20469,471,13.6,0.5,0.5
"3023","nation","England","E92000001","2021-02-11","55_59",4079586,21348,464,622477,21298,21348,464,15.3,0.5,0.5
"3024","nation","England","E92000001","2021-02-11","60_64",3451083,15539,353,573630,31133,15539,353,16.6,0.5,0.5
"3025","nation","England","E92000001","2021-02-11","65_69",2888878,6962,190,977878,170755,6962,190,33.8,0.2,0.2
"3026","nation","England","E92000001","2021-02-11","70_74",2867074,4797,120,2429863,75148,4797,120,84.8,0.2,0.2
"3027","nation","England","E92000001","2021-02-11","75_79",2070353,8125,181,1893367,10830,8125,181,91.5,0.4,0.4
"3028","nation","England","E92000001","2021-02-11","80_84",1427834,176974,460,1320736,3919,176974,460,92.5,12.4,12.4
"3029","nation","England","E92000001","2021-02-11","85_89",858022,108592,268,788838,3078,108592,268,91.9,12.7,12.7
"3030","nation","England","E92000001","2021-02-11","90+",474485,48614,78,422304,2780,48614,78,89,10.2,10.2
"3031","nation","England","E92000001","2021-02-10","18_24",5273255,5063,143,261800,6219,5063,143,5,0.1,0.1
"3032","nation","England","E92000001","2021-02-10","25_29",4474620,8608,207,305537,5901,8608,207,6.8,0.2,0.2
"3033","nation","England","E92000001","2021-02-10","30_34",4772251,11316,297,347178,6897,11316,297,7.3,0.2,0.2
"3034","nation","England","E92000001","2021-02-10","35_39",4525196,12356,303,361080,7603,12356,303,8,0.3,0.3
"3035","nation","England","E92000001","2021-02-10","40_44",4135655,14666,339,393333,8460,14666,339,9.5,0.4,0.4
"3036","nation","England","E92000001","2021-02-10","45_49",4007808,17472,366,458367,11603,17472,366,11.4,0.4,0.4
"3037","nation","England","E92000001","2021-02-10","50_54",4231060,19998,468,558159,14802,19998,468,13.2,0.5,0.5
"3038","nation","England","E92000001","2021-02-10","55_59",4079586,20884,529,601179,17938,20884,529,14.7,0.5,0.5
"3039","nation","England","E92000001","2021-02-10","60_64",3451083,15186,367,542497,25093,15186,367,15.7,0.4,0.4
"3040","nation","England","E92000001","2021-02-10","65_69",2888878,6772,180,807123,119515,6772,180,27.9,0.2,0.2
"3041","nation","England","E92000001","2021-02-10","70_74",2867074,4677,78,2354715,85916,4677,78,82.1,0.2,0.2
"3042","nation","England","E92000001","2021-02-10","75_79",2070353,7944,129,1882537,11426,7944,129,90.9,0.4,0.4
"3043","nation","England","E92000001","2021-02-10","80_84",1427834,176514,362,1316817,3964,176514,362,92.2,12.4,12.4
"3044","nation","England","E92000001","2021-02-10","85_89",858022,108324,341,785760,3411,108324,341,91.6,12.6,12.6
"3045","nation","England","E92000001","2021-02-10","90+",474485,48536,221,419524,3173,48536,221,88.4,10.2,10.2
"3046","nation","England","E92000001","2021-02-09","18_24",5273255,4920,82,255581,5531,4920,82,4.8,0.1,0.1
"3047","nation","England","E92000001","2021-02-09","25_29",4474620,8401,149,299636,5522,8401,149,6.7,0.2,0.2
"3048","nation","England","E92000001","2021-02-09","30_34",4772251,11019,208,340281,6390,11019,208,7.1,0.2,0.2
"3049","nation","England","E92000001","2021-02-09","35_39",4525196,12053,218,353477,6977,12053,218,7.8,0.3,0.3
"3050","nation","England","E92000001","2021-02-09","40_44",4135655,14327,224,384873,8040,14327,224,9.3,0.3,0.3
"3051","nation","England","E92000001","2021-02-09","45_49",4007808,17106,312,446764,10113,17106,312,11.1,0.4,0.4
"3052","nation","England","E92000001","2021-02-09","50_54",4231060,19530,319,543357,14701,19530,319,12.8,0.5,0.5
"3053","nation","England","E92000001","2021-02-09","55_59",4079586,20355,326,583241,16870,20355,326,14.3,0.5,0.5
"3054","nation","England","E92000001","2021-02-09","60_64",3451083,14819,232,517404,20458,14819,232,15,0.4,0.4
"3055","nation","England","E92000001","2021-02-09","65_69",2888878,6592,109,687608,81725,6592,109,23.8,0.2,0.2
"3056","nation","England","E92000001","2021-02-09","70_74",2867074,4599,57,2268799,105539,4599,57,79.1,0.2,0.2
"3057","nation","England","E92000001","2021-02-09","75_79",2070353,7815,46,1871111,12866,7815,46,90.4,0.4,0.4
"3058","nation","England","E92000001","2021-02-09","80_84",1427834,176152,63,1312853,3589,176152,63,91.9,12.3,12.3
"3059","nation","England","E92000001","2021-02-09","85_89",858022,107983,33,782349,2814,107983,33,91.2,12.6,12.6
"3060","nation","England","E92000001","2021-02-09","90+",474485,48315,20,416351,2562,48315,20,87.7,10.2,10.2
"3061","nation","England","E92000001","2021-02-08","18_24",5273255,4838,37,250050,4583,4838,37,4.7,0.1,0.1
"3062","nation","England","E92000001","2021-02-08","25_29",4474620,8252,99,294114,4432,8252,99,6.6,0.2,0.2
"3063","nation","England","E92000001","2021-02-08","30_34",4772251,10811,70,333891,5207,10811,70,7,0.2,0.2
"3064","nation","England","E92000001","2021-02-08","35_39",4525196,11835,88,346500,5698,11835,88,7.7,0.3,0.3
"3065","nation","England","E92000001","2021-02-08","40_44",4135655,14103,113,376833,6507,14103,113,9.1,0.3,0.3
"3066","nation","England","E92000001","2021-02-08","45_49",4007808,16794,132,436651,8016,16794,132,10.9,0.4,0.4
"3067","nation","England","E92000001","2021-02-08","50_54",4231060,19211,132,528656,11508,19211,132,12.5,0.5,0.5
"3068","nation","England","E92000001","2021-02-08","55_59",4079586,20029,117,566371,13179,20029,117,13.9,0.5,0.5
"3069","nation","England","E92000001","2021-02-08","60_64",3451083,14587,84,496946,14233,14587,84,14.4,0.4,0.4
"3070","nation","England","E92000001","2021-02-08","65_69",2888878,6483,34,605883,44872,6483,34,21,0.2,0.2
"3071","nation","England","E92000001","2021-02-08","70_74",2867074,4542,25,2163260,96419,4542,25,75.5,0.2,0.2
"3072","nation","England","E92000001","2021-02-08","75_79",2070353,7769,15,1858245,12410,7769,15,89.8,0.4,0.4
"3073","nation","England","E92000001","2021-02-08","80_84",1427834,176089,24,1309264,3005,176089,24,91.7,12.3,12.3
"3074","nation","England","E92000001","2021-02-08","85_89",858022,107950,10,779535,2358,107950,10,90.9,12.6,12.6
"3075","nation","England","E92000001","2021-02-08","90+",474485,48295,6,413789,2198,48295,6,87.2,10.2,10.2
"3076","nation","England","E92000001","2021-02-07","18_24",5273255,4801,11,245467,3623,4801,11,4.7,0.1,0.1
"3077","nation","England","E92000001","2021-02-07","25_29",4474620,8153,16,289682,3732,8153,16,6.5,0.2,0.2
"3078","nation","England","E92000001","2021-02-07","30_34",4772251,10741,31,328684,4330,10741,31,6.9,0.2,0.2
"3079","nation","England","E92000001","2021-02-07","35_39",4525196,11747,17,340802,4826,11747,17,7.5,0.3,0.3
"3080","nation","England","E92000001","2021-02-07","40_44",4135655,13990,29,370326,5513,13990,29,9,0.3,0.3
"3081","nation","England","E92000001","2021-02-07","45_49",4007808,16662,46,428635,7089,16662,46,10.7,0.4,0.4
"3082","nation","England","E92000001","2021-02-07","50_54",4231060,19079,50,517148,9406,19079,50,12.2,0.5,0.5
"3083","nation","England","E92000001","2021-02-07","55_59",4079586,19912,53,553192,13002,19912,53,13.6,0.5,0.5
"3084","nation","England","E92000001","2021-02-07","60_64",3451083,14503,30,482713,12996,14503,30,14,0.4,0.4
"3085","nation","England","E92000001","2021-02-07","65_69",2888878,6449,29,561011,36921,6449,29,19.4,0.2,0.2
"3086","nation","England","E92000001","2021-02-07","70_74",2867074,4517,19,2066841,105680,4517,19,72.1,0.2,0.2
"3087","nation","England","E92000001","2021-02-07","75_79",2070353,7754,12,1845835,11799,7754,12,89.2,0.4,0.4
"3088","nation","England","E92000001","2021-02-07","80_84",1427834,176065,8,1306259,2029,176065,8,91.5,12.3,12.3
"3089","nation","England","E92000001","2021-02-07","85_89",858022,107940,8,777177,1359,107940,8,90.6,12.6,12.6
"3090","nation","England","E92000001","2021-02-07","90+",474485,48289,4,411591,1041,48289,4,86.7,10.2,10.2
"3091","nation","England","E92000001","2021-02-06","18_24",5273255,4790,25,241844,7691,4790,25,4.6,0.1,0.1
"3092","nation","England","E92000001","2021-02-06","25_29",4474620,8137,39,285950,7710,8137,39,6.4,0.2,0.2
"3093","nation","England","E92000001","2021-02-06","30_34",4772251,10710,52,324354,8968,10710,52,6.8,0.2,0.2
"3094","nation","England","E92000001","2021-02-06","35_39",4525196,11730,63,335976,10353,11730,63,7.4,0.3,0.3
"3095","nation","England","E92000001","2021-02-06","40_44",4135655,13961,60,364813,11945,13961,60,8.8,0.3,0.3
"3096","nation","England","E92000001","2021-02-06","45_49",4007808,16616,68,421546,15159,16616,68,10.5,0.4,0.4
"3097","nation","England","E92000001","2021-02-06","50_54",4231060,19029,68,507742,21229,19029,68,12,0.4,0.4
"3098","nation","England","E92000001","2021-02-06","55_59",4079586,19859,72,540190,27263,19859,72,13.2,0.5,0.5
"3099","nation","England","E92000001","2021-02-06","60_64",3451083,14473,54,469717,29754,14473,54,13.6,0.4,0.4
"3100","nation","England","E92000001","2021-02-06","65_69",2888878,6420,27,524090,71341,6420,27,18.1,0.2,0.2
"3101","nation","England","E92000001","2021-02-06","70_74",2867074,4498,29,1961161,222816,4498,29,68.4,0.2,0.2
"3102","nation","England","E92000001","2021-02-06","75_79",2070353,7742,14,1834036,27358,7742,14,88.6,0.4,0.4
"3103","nation","England","E92000001","2021-02-06","80_84",1427834,176057,20,1304230,4517,176057,20,91.3,12.3,12.3
"3104","nation","England","E92000001","2021-02-06","85_89",858022,107932,5,775818,2847,107932,5,90.4,12.6,12.6
"3105","nation","England","E92000001","2021-02-06","90+",474485,48285,2,410550,2064,48285,2,86.5,10.2,10.2
"3106","nation","England","E92000001","2021-02-05","18_24",5273255,4765,58,234153,7118,4765,58,4.4,0.1,0.1
"3107","nation","England","E92000001","2021-02-05","25_29",4474620,8098,99,278240,7495,8098,99,6.2,0.2,0.2
"3108","nation","England","E92000001","2021-02-05","30_34",4772251,10658,121,315386,8876,10658,121,6.6,0.2,0.2
"3109","nation","England","E92000001","2021-02-05","35_39",4525196,11667,139,325623,9677,11667,139,7.2,0.3,0.3
"3110","nation","England","E92000001","2021-02-05","40_44",4135655,13901,176,352868,10842,13901,176,8.5,0.3,0.3
"3111","nation","England","E92000001","2021-02-05","45_49",4007808,16548,207,406387,13560,16548,207,10.1,0.4,0.4
"3112","nation","England","E92000001","2021-02-05","50_54",4231060,18961,207,486513,17590,18961,207,11.5,0.4,0.4
"3113","nation","England","E92000001","2021-02-05","55_59",4079586,19787,238,512927,21445,19787,238,12.6,0.5,0.5
"3114","nation","England","E92000001","2021-02-05","60_64",3451083,14419,160,439963,24292,14419,160,12.7,0.4,0.4
"3115","nation","England","E92000001","2021-02-05","65_69",2888878,6393,105,452749,53087,6393,105,15.7,0.2,0.2
"3116","nation","England","E92000001","2021-02-05","70_74",2867074,4469,66,1738345,182249,4469,66,60.6,0.2,0.2
"3117","nation","England","E92000001","2021-02-05","75_79",2070353,7728,38,1806678,28898,7728,38,87.3,0.4,0.4
"3118","nation","England","E92000001","2021-02-05","80_84",1427834,176037,35,1299713,5471,176037,35,91,12.3,12.3
"3119","nation","England","E92000001","2021-02-05","85_89",858022,107927,31,772971,4098,107927,31,90.1,12.6,12.6
"3120","nation","England","E92000001","2021-02-05","90+",474485,48283,27,408486,3733,48283,27,86.1,10.2,10.2
"3121","nation","England","E92000001","2021-02-04","18_24",5273255,4707,85,227035,6923,4707,85,4.3,0.1,0.1
"3122","nation","England","E92000001","2021-02-04","25_29",4474620,7999,157,270745,6993,7999,157,6.1,0.2,0.2
"3123","nation","England","E92000001","2021-02-04","30_34",4772251,10537,213,306510,8210,10537,213,6.4,0.2,0.2
"3124","nation","England","E92000001","2021-02-04","35_39",4525196,11528,257,315946,9272,11528,257,7,0.3,0.3
"3125","nation","England","E92000001","2021-02-04","40_44",4135655,13725,275,342026,10283,13725,275,8.3,0.3,0.3
"3126","nation","England","E92000001","2021-02-04","45_49",4007808,16341,346,392827,12744,16341,346,9.8,0.4,0.4
"3127","nation","England","E92000001","2021-02-04","50_54",4231060,18754,391,468923,16752,18754,391,11.1,0.4,0.4
"3128","nation","England","E92000001","2021-02-04","55_59",4079586,19549,378,491482,19534,19549,378,12,0.5,0.5
"3129","nation","England","E92000001","2021-02-04","60_64",3451083,14259,227,415671,22874,14259,227,12,0.4,0.4
"3130","nation","England","E92000001","2021-02-04","65_69",2888878,6288,116,399662,45221,6288,116,13.8,0.2,0.2
"3131","nation","England","E92000001","2021-02-04","70_74",2867074,4403,66,1556096,180441,4403,66,54.3,0.2,0.2
"3132","nation","England","E92000001","2021-02-04","75_79",2070353,7690,53,1777780,35206,7690,53,85.9,0.4,0.4
"3133","nation","England","E92000001","2021-02-04","80_84",1427834,176002,79,1294242,5726,176002,79,90.6,12.3,12.3
"3134","nation","England","E92000001","2021-02-04","85_89",858022,107896,49,768873,4438,107896,49,89.6,12.6,12.6
"3135","nation","England","E92000001","2021-02-04","90+",474485,48256,19,404753,3802,48256,19,85.3,10.2,10.2
"3136","nation","England","E92000001","2021-02-03","18_24",5273255,4622,59,220112,6686,4622,59,4.2,0.1,0.1
"3137","nation","England","E92000001","2021-02-03","25_29",4474620,7842,105,263752,6677,7842,105,5.9,0.2,0.2
"3138","nation","England","E92000001","2021-02-03","30_34",4772251,10324,152,298300,7836,10324,152,6.3,0.2,0.2
"3139","nation","England","E92000001","2021-02-03","35_39",4525196,11271,208,306674,8722,11271,208,6.8,0.2,0.2
"3140","nation","England","E92000001","2021-02-03","40_44",4135655,13450,212,331743,9460,13450,212,8,0.3,0.3
"3141","nation","England","E92000001","2021-02-03","45_49",4007808,15995,275,380083,11483,15995,275,9.5,0.4,0.4
"3142","nation","England","E92000001","2021-02-03","50_54",4231060,18363,313,452171,14732,18363,313,10.7,0.4,0.4
"3143","nation","England","E92000001","2021-02-03","55_59",4079586,19171,330,471948,17291,19171,330,11.6,0.5,0.5
"3144","nation","England","E92000001","2021-02-03","60_64",3451083,14032,218,392797,20902,14032,218,11.4,0.4,0.4
"3145","nation","England","E92000001","2021-02-03","65_69",2888878,6172,101,354441,35656,6172,101,12.3,0.2,0.2
"3146","nation","England","E92000001","2021-02-03","70_74",2867074,4337,76,1375655,169157,4337,76,48,0.2,0.2
"3147","nation","England","E92000001","2021-02-03","75_79",2070353,7637,35,1742574,39332,7637,35,84.2,0.4,0.4
"3148","nation","England","E92000001","2021-02-03","80_84",1427834,175923,99,1288516,5749,175923,99,90.2,12.3,12.3
"3149","nation","England","E92000001","2021-02-03","85_89",858022,107847,61,764435,4147,107847,61,89.1,12.6,12.6
"3150","nation","England","E92000001","2021-02-03","90+",474485,48237,44,400951,3684,48237,44,84.5,10.2,10.2
"3151","nation","England","E92000001","2021-02-02","18_24",5273255,4563,34,213426,5737,4563,34,4,0.1,0.1
"3152","nation","England","E92000001","2021-02-02","25_29",4474620,7737,60,257075,5888,7737,60,5.7,0.2,0.2
"3153","nation","England","E92000001","2021-02-02","30_34",4772251,10172,76,290464,6801,10172,76,6.1,0.2,0.2
"3154","nation","England","E92000001","2021-02-02","35_39",4525196,11063,109,297952,7384,11063,109,6.6,0.2,0.2
"3155","nation","England","E92000001","2021-02-02","40_44",4135655,13238,130,322283,7962,13238,130,7.8,0.3,0.3
"3156","nation","England","E92000001","2021-02-02","45_49",4007808,15720,131,368600,9723,15720,131,9.2,0.4,0.4
"3157","nation","England","E92000001","2021-02-02","50_54",4231060,18050,157,437439,12288,18050,157,10.3,0.4,0.4
"3158","nation","England","E92000001","2021-02-02","55_59",4079586,18841,166,454657,13771,18841,166,11.1,0.5,0.5
"3159","nation","England","E92000001","2021-02-02","60_64",3451083,13814,101,371895,15969,13814,101,10.8,0.4,0.4
"3160","nation","England","E92000001","2021-02-02","65_69",2888878,6071,50,318785,26274,6071,50,11,0.2,0.2
"3161","nation","England","E92000001","2021-02-02","70_74",2867074,4261,41,1206498,124719,4261,41,42.1,0.1,0.1
"3162","nation","England","E92000001","2021-02-02","75_79",2070353,7602,31,1703242,45396,7602,31,82.3,0.4,0.4
"3163","nation","England","E92000001","2021-02-02","80_84",1427834,175824,94,1282767,5554,175824,94,89.8,12.3,12.3
"3164","nation","England","E92000001","2021-02-02","85_89",858022,107786,44,760288,3913,107786,44,88.6,12.6,12.6
"3165","nation","England","E92000001","2021-02-02","90+",474485,48193,24,397267,3539,48193,24,83.7,10.2,10.2
"3166","nation","England","E92000001","2021-02-01","18_24",5273255,4529,36,207689,5145,4529,36,3.9,0.1,0.1
"3167","nation","England","E92000001","2021-02-01","25_29",4474620,7677,83,251187,5350,7677,83,5.6,0.2,0.2
